Timestamp,WeatherInfo
2023-12-27 02:55:00,EHAM 270255Z 11006KT 9999 FEW027 03/03 Q1019 NOSIG
2023-12-27 02:25:00,EHAM 270225Z 11005KT 9000 NSC 02/02 Q1020 NOSIG
2023-12-27 01:55:00,EHAM 270155Z 11003KT CAVOK 02/02 Q1020 NOSIG
2023-12-27 01:25:00,EHAM 270125Z 11004KT CAVOK 02/01 Q1020 NOSIG
2023-12-27 00:55:00,EHAM 270055Z 10003KT CAVOK 02/02 Q1020 NOSIG
2023-12-27 00:25:00,EHAM 270025Z 09003KT CAVOK 02/02 Q1020 NOSIG
2023-12-26 23:55:00,EHAM 262355Z 13002KT CAVOK 03/03 Q1020 NOSIG
2023-12-26 23:25:00,EHAM 262325Z 14003KT 9999 FEW026 03/02 Q1021 NOSIG
2023-12-26 22:55:00,EHAM 262255Z 15003KT 9999 FEW030 03/03 Q1021 NOSIG
2023-12-26 22:25:00,EHAM 262225Z 16003KT 9999 FEW026 03/03 Q1020 NOSIG
2023-12-26 21:55:00,EHAM 262155Z 12002KT 9999 FEW026 03/03 Q1020 NOSIG
2023-12-26 21:25:00,EHAM 262125Z 15003KT 9999 FEW024 03/02 Q1020 NOSIG
2023-12-26 20:55:00,EHAM 262055Z VRB01KT CAVOK 04/02 Q1020 NOSIG
2023-12-26 20:25:00,EHAM 262025Z 28002KT 9999 FEW025 04/02 Q1020 NOSIG
2023-12-26 19:55:00,EHAM 261955Z 28003KT 9999 FEW025 04/03 Q1020 NOSIG
2023-12-26 19:25:00,EHAM 261925Z 28005KT 9999 FEW025 05/02 Q1019 NOSIG
2023-12-26 18:55:00,EHAM 261855Z 27006KT 260V320 9999 FEW032 05/03 Q1019 NOSIG
2023-12-26 18:25:00,EHAM 261825Z 29003KT 240V340 9999 FEW021 05/04 Q1019 NOSIG
2023-12-26 17:55:00,EHAM 261755Z 28005KT 9999 FEW019 06/03 Q1018 NOSIG
2023-12-26 17:25:00,EHAM 261725Z 27007KT 9999 FEW019 06/04 Q1018 NOSIG
2023-12-26 16:55:00,EHAM 261655Z 27007KT 9999 FEW020 SCT035 06/04 Q1018 NOSIG
2023-12-26 16:25:00,EHAM 261625Z 28007KT 250V310 9999 FEW020 06/04 Q1017 NOSIG
